,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
Iso_3_613,119,108,66,90,271,11,181,73,241,95
Iso_3_614,180,103,111,177,138,161,121,135,126,185
Iso_3_615,271,159,328,55,369,286,212,439,94,118
Iso_3_616,63,81,91,123,88,74,145,53,99,98
Iso_3_617,19,41,39,17,19,89,55,31,48,18
Iso_3_618,721,722,409,1017,618,694,488,588,602,941
Iso_3_619,13,4,9,9,16,10,13,9,22,2
Iso_3_620,633,660,526,476,653,516,553,559,561,551
Iso_3_621,90,210,172,155,157,163,156,116,52,127
Iso_3_622,39,43,50,47,46,43,86,75,70,70
Iso_3_623,231,417,53,165,288,273,292,343,331,1020
Iso_3_624,644,898,547,350,460,631,419,471,549,413
Iso_3_625,57,16,49,8,68,74,22,52,80,119
Iso_3_626,85,102,60,115,96,107,91,130,90,98
Iso_3_627,42,45,44,35,35,57,41,53,40,48
Iso_3_628,61,34,50,52,49,38,40,47,59,38
Iso_3_629,245,234,279,423,252,251,329,226,294,290
Iso_3_630,844,958,1008,685,567,802,455,1332,742,733
Iso_3_631,2,0,6,6,2,6,4,2,4,1
Iso_3_632,329,280,309,259,364,285,231,365,261,314
Iso_3_633,71,100,86,62,91,60,121,68,108,83
Iso_3_634,221,478,276,307,312,311,454,297,348,286
Iso_3_635,15,24,31,11,10,20,14,19,15,22
Iso_3_636,49,86,81,17,50,48,25,84,39,46
Iso_3_637,97,77,97,113,90,47,77,63,83,141
Iso_3_638,208,124,221,316,178,118,141,175,156,174
Iso_3_639,7,45,65,9,22,43,111,3,13,20
Iso_3_640,68,10,41,26,36,20,23,11,55,38
Iso_3_641,10,8,4,7,10,5,7,6,9,6
Iso_3_642,236,103,152,198,259,201,200,195,221,160
Iso_3_643,736,1002,1322,834,849,829,901,634,762,435
Iso_3_644,45,62,46,85,58,17,42,15,79,13
Iso_3_645,10,12,3,17,16,3,6,21,16,10
Iso_3_646,33,78,41,63,45,24,33,62,58,45
Iso_3_647,1,5,1,12,8,14,4,5,9,9
Iso_3_648,213,255,270,171,159,246,158,231,199,371
Iso_3_649,2,2,1,0,0,1,0,0,0,0
Iso_3_650,265,272,264,314,240,299,192,345,236,219
Iso_3_651,24,42,19,25,30,31,46,7,12,36
Iso_3_652,1711,2132,1405,1272,2386,1704,1884,2491,2434,1907
Iso_3_653,318,308,368,391,494,494,376,335,438,385
Iso_3_654,45,4,5,21,30,36,2,43,53,9
Iso_3_655,1,0,0,0,1,0,0,0,0,1
Iso_3_656,0,13,14,6,8,20,4,0,10,5
Iso_3_657,135,212,340,202,159,175,220,206,217,219
Iso_3_658,324,361,302,422,313,355,417,317,282,404
Iso_3_659,26,9,76,138,101,87,130,96,38,94
Iso_3_660,101,234,220,115,197,828,353,465,288,282
Iso_3_661,98,156,122,113,103,90,116,171,102,131
Iso_3_662,1,1,3,0,1,6,2,11,12,5
Iso_3_663,44,45,93,62,80,68,24,44,76,74
Iso_3_664,79,54,63,36,71,104,65,35,80,74
Iso_3_665,1462,1069,860,1592,2046,950,1426,1158,884,1130
Iso_3_666,67,268,323,117,135,138,150,388,140,33
Iso_3_667,175,180,205,187,215,163,241,251,220,172
Iso_3_668,204,314,308,263,373,322,216,319,309,242
Iso_3_669,123,83,149,126,75,70,60,79,132,82
Iso_3_670,500,397,383,258,483,189,376,310,399,630
Iso_3_671,76,52,68,38,34,80,37,53,49,91
Iso_3_672,373,253,308,219,154,359,501,393,397,228
Iso_3_673,87,46,94,99,90,73,56,109,89,75
Iso_3_674,214,123,196,198,229,107,89,135,223,165
Iso_3_675,6,2,6,3,0,11,13,9,1,3
Iso_3_676,57,55,159,76,43,81,58,33,57,148
Iso_3_677,11,5,41,7,15,5,24,14,8,11
Iso_3_678,4,5,3,3,4,4,2,6,2,1
Iso_3_679,42,56,28,18,45,22,47,87,17,29
Iso_3_680,147,175,228,165,189,206,209,247,179,94
Iso_3_681,1,0,0,2,2,1,0,0,2,0
Iso_3_682,169,119,142,116,135,117,71,121,108,179
Iso_3_683,102,50,56,35,48,69,49,55,38,51
Iso_3_684,38,30,14,28,17,7,11,32,22,18
Iso_3_685,25,76,49,52,44,53,97,97,57,42
Iso_3_686,11,58,24,22,55,24,17,11,88,8
Iso_3_687,1,1,1,3,4,2,1,4,4,2
Iso_3_688,155,236,249,126,140,104,118,199,156,211
Iso_3_689,10,7,11,9,14,13,11,10,18,3
Iso_3_690,26,35,15,38,102,36,43,12,47,48
Iso_3_691,81,66,157,134,66,66,82,126,76,110
Iso_3_692,59,71,44,78,64,86,83,93,59,46
Iso_3_693,1911,2309,2036,2421,2048,1631,2205,1435,1572,2511
Iso_3_694,201,264,194,305,349,335,239,252,359,223
Iso_3_695,419,500,580,388,357,320,340,357,449,392
Iso_3_696,38,32,26,71,45,30,59,40,63,34
Iso_3_697,382,417,457,434,314,304,415,428,427,307
Iso_3_698,51,71,48,45,40,71,32,30,87,75
Iso_3_699,5,11,3,5,6,12,5,9,6,4
Iso_3_700,196,267,115,189,106,170,161,140,90,98
Iso_3_701,7,7,11,34,19,10,4,32,32,29
Iso_3_702,456,324,457,565,422,364,225,272,550,412
Iso_3_703,78,92,71,100,54,66,81,57,59,73
Iso_3_704,255,241,348,344,310,314,360,289,375,357
Iso_3_705,347,242,329,281,292,268,477,301,266,168
Iso_3_706,0,1,2,0,0,1,0,0,1,3
Iso_3_707,26,8,30,18,21,20,6,27,10,18
Iso_3_708,31,40,52,40,24,54,20,126,18,108
Iso_3_709,47,35,69,111,85,67,53,82,64,70
Iso_3_710,1314,309,93,192,116,108,385,248,195,680
Iso_3_711,179,146,97,202,174,229,314,207,134,258
Iso_3_712,5,2,1,6,2,4,2,3,7,11
Iso_3_713,79,49,27,83,69,108,76,48,73,128
Iso_3_714,360,306,312,305,352,274,372,422,304,338
Iso_3_715,568,750,832,998,645,513,534,490,613,1120
Iso_3_716,83,227,111,141,87,68,257,264,130,199
Iso_3_717,128,157,221,288,196,163,130,133,150,271
Iso_3_718,367,192,270,271,395,307,380,268,444,278
Iso_3_719,41,28,37,40,51,22,36,14,21,59
Iso_3_720,22,3,5,50,48,23,38,3,21,6
Iso_3_721,37,50,26,20,27,38,45,28,55,47
Iso_3_722,47,50,98,60,24,47,30,57,48,66
Iso_3_723,228,170,227,191,150,89,137,180,139,225
Iso_3_724,117,148,163,106,179,157,150,136,96,128
Iso_3_725,8,8,8,11,10,4,12,8,7,6
Iso_3_726,36,138,102,64,119,306,94,127,64,141
Iso_3_727,3,2,1,0,6,4,3,2,5,6
Iso_3_728,2,10,2,8,8,7,6,10,23,5
Iso_3_729,14,25,9,16,80,19,16,10,13,25
Iso_3_730,435,371,477,607,262,462,529,464,405,424
Iso_3_731,0,1,2,1,0,0,5,1,0,2
Iso_3_732,157,94,34,56,68,29,53,109,206,51
Iso_3_733,69,155,95,92,229,132,170,175,130,111
Iso_3_734,19,4,6,10,23,22,1,4,8,2
Iso_3_735,409,275,403,614,552,616,434,303,269,320
Iso_3_736,3,30,20,7,10,23,6,13,15,22
Iso_3_737,35,4,21,27,20,19,26,14,14,9
Iso_3_738,610,626,1087,778,1030,446,1553,1243,951,1111
Iso_3_739,49,89,94,108,63,55,56,61,83,47
Iso_3_740,169,120,176,125,125,185,125,210,161,218
Iso_3_741,43,75,56,70,63,87,68,43,37,42
Iso_3_742,0,11,2,8,8,2,6,10,3,7
Iso_3_743,57,52,51,73,36,29,81,38,75,133
Iso_3_744,89,98,50,24,59,39,64,15,106,82
Iso_3_745,560,398,619,656,703,624,432,322,718,660
Iso_3_746,0,0,2,4,0,4,0,0,0,1
Iso_3_747,22,31,21,21,12,35,11,20,25,12
Iso_3_748,107,216,75,191,184,81,170,169,133,119
Iso_3_749,317,311,276,295,183,291,288,242,237,318
Iso_3_750,18,12,12,10,7,12,8,16,7,13
Iso_3_751,355,407,386,445,598,334,423,282,306,381
Iso_3_752,79,60,78,164,66,175,103,47,55,148
Iso_3_753,14,21,8,12,22,12,13,19,11,22
Iso_3_754,110,150,128,130,125,124,138,118,171,120
Iso_3_755,0,4,1,1,4,4,0,2,4,7
Iso_3_756,180,150,147,104,89,178,219,157,112,114
Iso_3_757,413,942,1138,420,1127,756,549,792,490,715
Iso_3_758,0,1,1,0,0,1,1,0,0,0
Iso_3_759,258,394,249,399,372,461,258,219,289,197
Iso_3_760,287,178,210,231,232,350,243,160,270,152
Iso_3_761,41,26,17,12,31,57,14,37,16,32
Iso_3_762,73,98,90,180,42,129,64,62,127,130
Iso_3_763,1092,1107,800,1463,803,764,1139,799,1207,1053
Iso_3_764,7,4,2,4,5,0,3,0,3,3
Iso_3_765,7,0,2,2,7,5,0,3,1,7
Iso_3_766,6,13,8,17,7,13,9,24,12,8
Iso_3_767,3,1,1,2,6,1,0,0,0,2
Iso_3_768,204,314,185,113,151,246,178,137,151,158
Iso_3_769,262,493,313,242,243,421,251,214,302,486
Iso_3_770,2,2,2,3,6,0,0,3,8,2
Iso_3_771,307,334,458,318,336,291,394,413,374,266
Iso_3_772,168,120,157,117,91,160,208,110,155,99
Iso_3_773,1,2,3,7,5,0,3,4,6,1
Iso_3_774,30,55,34,64,45,31,31,13,16,40
Iso_3_775,95,98,71,83,127,88,46,89,93,72
Iso_3_776,1,4,3,0,1,0,0,2,7,5
Iso_3_777,32,43,42,37,36,43,20,46,45,34
Iso_3_778,281,341,422,233,354,385,287,317,270,293
Iso_3_779,146,171,159,135,189,126,40,57,191,61
Iso_3_780,33,47,75,14,55,49,80,48,51,59
Iso_3_781,4,16,18,13,7,14,13,15,11,6
Iso_3_782,72,17,19,41,95,34,27,57,52,47
Iso_3_783,1459,815,875,1250,354,379,584,544,392,225
Iso_3_784,797,898,414,718,597,523,369,886,563,549
Iso_3_785,29,20,15,40,11,40,16,10,11,13
Iso_3_786,46,33,25,21,32,25,34,61,16,20
Iso_3_787,37,40,19,48,66,30,95,15,66,75
Iso_3_788,75,63,24,87,40,139,35,60,84,89
Iso_3_789,222,159,24,353,48,243,79,174,48,83
Iso_3_790,143,369,189,248,237,116,344,200,287,257
Iso_3_791,106,141,61,152,128,80,252,90,160,257
Iso_3_792,63,5,11,24,14,11,10,21,6,11
Iso_3_793,20,49,55,52,66,25,61,26,17,31
Iso_3_794,2,3,14,9,1,2,6,4,2,4
Iso_3_795,156,110,91,96,93,138,88,8,115,171
Iso_3_796,60,104,147,138,229,448,329,727,246,530
Iso_3_797,23,177,212,201,32,118,53,70,62,63
Iso_3_798,13701,14985,9461,8236,12575,10834,10309,11902,12478,9903
Iso_3_799,3,2,3,0,0,6,1,0,0,2
Iso_3_800,79,111,91,123,173,115,112,87,126,116
Iso_3_801,0,13,3,2,9,4,5,3,3,3
Iso_3_802,263,455,310,452,265,718,286,218,253,250
Iso_3_803,45,46,49,46,24,65,64,41,77,43
Iso_3_804,132,135,142,190,208,191,216,151,184,136
Iso_3_805,2793,3642,2526,2891,2661,3136,2489,3649,2711,2637
Iso_3_806,186,170,147,86,106,134,72,167,112,145
Iso_3_807,400,305,313,399,274,452,341,346,359,289
Iso_3_808,233,332,224,255,179,213,186,281,266,320
Iso_3_809,12,30,13,28,4,16,8,20,11,28
Iso_3_810,188,157,220,191,193,190,252,243,284,158
Iso_3_811,82,18,15,34,155,66,74,10,16,27
Iso_3_812,36,36,53,54,49,72,49,72,54,53
Iso_3_813,1,1,3,0,6,2,1,7,1,4
Iso_3_814,56,25,58,32,12,49,50,44,64,23
Iso_3_815,156,147,45,189,223,67,208,100,56,188
Iso_3_816,2,12,2,1,5,0,0,1,5,4
Iso_3_817,51,70,97,42,61,33,47,67,67,47
Iso_3_818,1134,1985,14532,5998,7137,4231,2043,5820,16217,5634
Iso_3_819,9,2,4,12,10,4,3,9,2,9
Iso_3_820,14,21,12,12,15,6,5,5,8,26
Iso_3_821,196,174,175,196,315,199,230,305,255,161
Iso_3_822,691,1073,796,1319,857,505,708,696,966,732
Iso_3_823,3,2,9,7,9,14,1,6,4,9
Iso_3_824,284,218,201,291,108,211,244,177,172,237
Iso_3_825,20,23,6,6,25,22,18,23,11,32
Iso_3_826,195,67,69,80,119,70,82,152,174,131
Iso_3_827,5,14,4,15,17,20,11,19,22,16
Iso_3_828,130,133,73,45,80,66,72,82,165,104
Iso_3_829,31,24,23,19,27,27,25,26,20,14
Iso_3_830,219,132,316,328,273,313,160,122,158,182
Iso_3_831,349,204,296,444,291,325,253,187,473,313
Iso_3_832,1092,1264,1028,1405,774,1138,1373,1090,1173,1066
Iso_3_833,607,424,514,429,308,340,526,572,635,288
Iso_3_834,108,104,81,99,128,104,65,115,103,108
Iso_3_835,1,3,2,1,0,8,0,17,2,24
Iso_3_836,284,148,302,272,246,124,114,79,106,173
Iso_3_837,4,10,7,4,2,2,6,4,6,6
Iso_3_838,344,330,516,260,845,649,550,485,610,593
Iso_3_839,137,106,103,169,167,182,79,136,74,156
Iso_3_840,25,44,112,51,45,30,76,34,22,57
Iso_3_841,105,94,86,124,100,120,105,114,77,105
Iso_3_842,385,276,545,327,300,183,476,455,330,421
Iso_3_843,701,808,310,532,702,655,534,757,767,584
Iso_3_844,3,4,7,4,6,4,12,11,3,3
Iso_3_845,5,35,3,20,25,7,10,36,13,10
Iso_3_846,4,24,27,12,19,4,43,8,10,34
Iso_3_847,49,18,94,64,12,54,1,62,21,13
Iso_3_848,834,1021,730,720,728,1005,742,560,681,577
Iso_3_849,173,73,167,178,216,316,1002,521,53,314
Iso_3_850,0,3,3,3,3,1,2,0,1,1
Iso_3_851,27,24,13,26,10,3,26,8,2,5
Iso_3_852,33,44,36,24,39,50,34,26,46,33
Iso_3_853,40,42,37,31,23,34,43,62,48,28
Iso_3_854,119,92,78,113,100,57,83,127,87,80
Iso_3_855,15,20,20,6,34,8,7,20,11,21
Iso_3_856,642,1108,905,1007,691,1285,517,657,580,667
Iso_3_857,3,0,3,9,1,5,3,4,2,1
Iso_3_858,44,18,48,78,43,20,46,78,18,2
Iso_3_859,4,4,8,3,4,6,4,3,2,4
Iso_3_860,397,303,473,414,399,401,324,525,522,503
Iso_3_861,99,59,84,125,93,60,101,81,122,86
Iso_3_862,8,0,0,1,0,0,5,2,2,1
Iso_3_863,184,173,228,266,205,139,234,246,202,157
Iso_3_864,4,30,16,25,49,11,44,64,15,37
Iso_3_865,7,12,17,28,10,11,11,12,30,11
Iso_3_866,4,102,154,123,65,93,11,53,69,11
Iso_3_867,14,27,15,7,13,7,34,33,8,5
Iso_3_868,1105,1301,1260,1186,1608,1817,1371,790,1357,1492
Iso_3_869,2,9,0,8,3,1,4,3,3,6
Iso_3_870,15,15,18,29,19,13,32,19,3,10
Iso_3_871,24,67,28,18,35,22,23,40,32,7
Iso_3_872,80,74,79,65,98,130,88,100,127,112
Iso_3_873,15,13,21,10,12,11,21,14,4,8
Iso_3_874,209,154,160,160,154,220,253,151,258,133
Iso_3_875,38,26,16,17,6,23,3,5,21,11
Iso_3_876,59,95,95,155,103,75,55,150,162,107
Iso_3_877,13,5,4,0,3,1,1,2,7,0
Iso_3_878,6,6,3,2,5,3,6,1,14,2
Iso_3_879,272,460,168,299,358,340,307,411,310,230
Iso_3_880,380,291,297,267,300,375,334,348,277,312
Iso_3_881,6,5,11,8,10,7,10,7,7,6
Iso_3_882,0,1,3,1,2,0,7,3,1,5
Iso_3_883,8,26,10,6,6,6,1,10,10,1
Iso_3_884,15,37,40,9,36,32,7,47,17,6
Iso_3_885,56,38,33,72,62,34,48,52,69,41
Iso_3_886,128,109,161,112,185,135,144,97,173,99
Iso_3_887,414,333,428,634,340,274,343,525,558,407
Iso_3_888,80,73,190,12,137,120,171,60,60,222
Iso_3_889,10,5,9,9,8,15,8,11,11,11
Iso_3_890,86,80,59,63,45,104,34,53,125,130
Iso_3_891,225,255,244,402,294,159,241,358,257,387
Iso_3_892,85,104,95,58,83,60,47,35,45,126
Iso_3_893,2,27,74,14,43,1,141,29,88,89
Iso_3_894,2,27,25,25,1,8,36,38,57,26
Iso_3_895,76,35,111,48,119,59,95,93,77,124
Iso_3_896,329,513,222,521,665,437,487,560,476,532
Iso_3_897,10,10,14,13,5,9,5,28,14,30
Iso_3_898,41,66,102,78,54,96,93,73,74,35
Iso_3_899,359,330,390,162,362,361,365,438,374,365
Iso_3_900,56,104,222,17,74,64,29,156,35,17
Iso_3_901,32,62,41,64,70,45,94,59,76,93
Iso_3_902,9,2,3,3,6,6,7,7,7,11
Iso_3_903,16,40,3,28,55,47,8,6,19,9
Iso_3_904,305,1183,972,263,382,425,304,321,744,466
Iso_3_905,36,19,10,26,49,22,9,27,40,16
Iso_3_906,67,615,328,319,114,70,136,379,177,194
Iso_3_907,83,68,69,89,55,32,101,123,84,118
Iso_3_908,3,6,1,2,4,1,2,0,0,0
Iso_3_909,377,831,519,716,765,730,1054,563,470,834
Iso_3_910,77,125,27,85,30,80,119,28,61,81
Iso_3_911,2,6,1,2,0,1,1,2,1,5
Iso_3_912,51,11,71,91,86,33,63,70,21,89
Iso_3_913,17,73,20,1,37,11,13,9,37,21
Iso_3_914,139,39,133,65,34,57,80,69,51,149
Iso_3_915,289,193,226,241,131,282,207,169,180,198
Iso_3_916,120,227,138,94,322,17,223,36,428,332
Iso_3_917,50,26,23,40,25,31,13,37,101,17
Iso_3_918,24,12,31,22,41,25,29,38,46,38
Iso_3_919,36,32,33,78,52,42,60,46,79,55
Iso_3_920,4499,7513,5810,6937,5137,6825,5997,5514,4467,5934
Iso_3_921,139,113,97,113,208,113,226,129,106,61
Iso_3_922,316,271,331,279,267,235,325,333,313,326
Iso_3_923,131,165,207,180,164,224,138,246,206,205
Iso_3_924,1337,1497,1872,1526,2061,1551,1763,1464,1901,1453
Iso_3_925,156,181,137,175,108,132,197,92,165,113
Iso_3_926,482,477,712,665,708,1008,441,710,657,739
Iso_3_927,276,299,344,299,307,253,352,302,411,278
Iso_3_928,18,22,8,2,3,31,3,6,28,31
Iso_3_929,155,158,100,152,83,159,181,77,181,54
Iso_3_930,11,8,7,4,3,10,8,4,11,5
Iso_3_931,31,45,41,22,15,45,57,46,27,31
Iso_3_932,1473,1888,1784,1372,1609,1724,2045,1903,1730,1405
Iso_3_933,167,79,92,136,22,171,161,136,160,100
Iso_3_934,245,215,397,188,105,241,268,225,305,193
Iso_3_935,4,1,5,3,3,0,2,2,4,4
Iso_3_936,71,68,30,39,39,39,42,48,101,43
Iso_3_937,20,14,9,31,14,11,13,15,12,22
Iso_3_938,265,264,208,422,251,295,294,226,180,279
Iso_3_939,12,18,23,42,45,30,11,11,14,31
Iso_3_940,55,70,69,57,114,80,97,67,32,47
Iso_3_941,7,9,10,2,15,9,14,1,9,18
Iso_3_942,60,120,63,77,90,104,87,101,53,66
Iso_3_943,197,367,240,200,265,271,236,202,258,258
Iso_3_944,166,131,131,119,122,111,88,191,129,132
Iso_3_945,67,61,87,109,84,87,63,48,69,64
Iso_3_946,29,19,11,19,12,18,15,18,15,8
Iso_3_947,71,36,53,58,42,62,47,51,34,76
Iso_3_948,4,22,6,3,5,14,14,6,8,3
Iso_3_949,17,41,28,14,49,17,45,33,24,20
Iso_3_950,28,9,68,30,24,27,40,24,44,99
Iso_3_951,351,424,401,339,309,378,342,441,524,498
Iso_3_952,346,184,307,154,185,185,171,488,228,195
Iso_3_953,11,0,12,24,32,42,22,58,103,1
Iso_3_954,301,321,484,393,309,385,328,328,414,282
Iso_3_955,152,114,106,194,135,185,251,202,252,180
Iso_3_956,4,8,5,10,2,1,5,4,6,4
Iso_3_957,461,618,739,536,449,493,575,1051,672,557
Iso_3_958,185,165,281,335,249,288,136,303,265,354
Iso_3_959,2269,2741,1535,1114,1649,1866,2309,1667,1252,2249
Iso_3_960,1552,1653,1503,1784,1629,1849,1161,1792,1369,2220
Iso_3_961,204,197,160,230,142,145,147,136,188,88
Iso_3_962,254,243,382,236,158,416,427,128,134,156
Iso_3_963,672,718,528,521,352,900,574,686,470,502
Iso_3_964,46,52,42,64,59,64,53,43,43,43
Iso_3_965,332,212,215,14,297,108,17,312,5,50
Iso_3_966,145,102,64,94,61,73,58,131,104,54
Iso_3_967,825,877,702,511,387,340,687,247,645,531
Iso_3_968,107,191,132,42,125,244,151,155,151,80
Iso_3_969,3,2,1,5,0,1,1,1,3,1
Iso_3_970,229,227,339,254,336,294,313,198,262,274
Iso_3_971,268,220,229,180,98,285,206,156,133,287
Iso_3_972,58,82,85,71,70,89,53,77,49,60
Iso_3_973,89,144,187,119,73,187,83,127,173,71
Iso_3_974,400,655,243,392,358,454,384,359,368,404
Iso_3_975,13,20,8,18,15,13,10,15,3,9
Iso_3_976,127,57,33,26,61,31,75,12,36,69
Iso_3_977,234,245,241,133,227,154,175,185,262,255
Iso_3_978,576,438,364,544,464,644,593,720,651,536
Iso_3_979,364,283,111,285,224,330,256,246,221,196
Iso_3_980,4076,2413,3364,2247,2247,2864,2441,2705,2447,2387
Iso_3_981,150,151,172,165,170,161,191,103,188,142
Iso_3_982,1,2,0,4,4,0,7,3,4,8
Iso_3_983,171,370,203,169,178,114,189,171,131,138
Iso_3_984,209,249,182,254,162,365,231,190,220,262
Iso_3_985,97,175,41,23,252,89,105,101,125,74
Iso_3_986,17,9,17,16,10,152,15,20,42,100
Iso_3_987,148,141,111,105,72,170,121,90,86,94
Iso_3_988,95,26,91,40,80,56,46,54,71,62
Iso_3_989,1,2,0,0,1,5,8,6,1,2
Iso_3_990,345,433,594,476,439,722,425,412,479,321
Iso_3_991,29,6,2,8,8,2,4,10,8,2
Iso_3_992,9,43,190,107,91,39,38,110,118,113
Iso_3_993,72,4,10,32,6,87,2,30,10,22
Iso_3_994,32,25,29,24,15,23,23,29,18,22
Iso_3_995,85,106,94,130,172,175,276,151,175,74
Iso_3_996,9,10,4,10,9,6,9,8,5,10
Iso_3_997,100,45,3,11,20,41,6,18,22,34
Iso_3_998,165,257,140,257,199,212,215,277,122,199
Iso_3_999,251,228,245,321,298,303,413,248,373,414
Iso_3_1000,64,92,101,100,19,91,130,46,79,65
Iso_3_1001,73,46,59,54,50,79,54,43,67,80
Iso_3_1002,70,38,109,34,51,176,117,103,93,76
Iso_3_1003,12,21,4,5,7,18,18,14,13,14
Iso_3_1004,5,6,8,19,13,15,3,6,8,5
Iso_3_1005,18,25,12,9,12,7,7,7,12,7
Iso_3_1006,666,521,669,394,1018,664,751,368,273,423
Iso_3_1007,63,20,43,23,23,35,52,31,21,64
Iso_3_1008,443,936,1240,730,895,244,871,592,454,877
Iso_3_1009,13,21,3,4,6,4,2,15,23,4
Iso_3_1010,411,274,236,307,417,308,253,269,374,312
Iso_3_1011,19,17,5,123,23,295,5,395,77,125
Iso_3_1012,355,300,373,405,398,400,295,365,445,428
Iso_3_1013,16,25,15,6,13,25,22,35,19,12
Iso_3_1014,65,1100,258,616,0,117,877,1071,422,338
Iso_3_1015,158,168,298,186,167,169,184,118,145,205
Iso_3_1016,27,28,34,35,35,26,34,31,39,15
Iso_3_1017,16,7,10,7,8,22,16,8,20,10
Iso_3_1018,14,25,41,22,14,52,9,9,10,46
Iso_3_1019,417,327,339,385,387,268,445,120,208,788
Iso_3_1020,498,587,487,628,913,766,619,859,704,340
Iso_3_1021,118,181,145,165,176,138,17,220,168,110
Iso_3_1022,816,1103,1452,870,648,551,700,1088,1230,1232
Iso_3_1023,55,45,42,53,68,73,44,54,47,43
Iso_3_1024,3,15,11,87,12,55,58,64,56,24
Iso_3_1025,32,31,20,42,37,31,24,39,24,47
Iso_3_1026,8,1,4,8,16,2,4,0,4,4
Iso_3_1027,0,5,6,3,4,8,3,39,23,16
Iso_3_1028,691,645,685,597,393,568,560,610,491,437
Iso_3_1029,34,62,112,116,24,36,47,61,129,64
Iso_3_1030,18,28,26,15,9,34,14,41,124,162
Iso_3_1031,162,110,113,128,151,98,121,139,115,71
Iso_3_1032,4,6,3,6,23,7,1,4,13,7
Iso_3_1033,2,0,0,0,0,1,0,0,0,0
Iso_3_1034,655,647,193,1116,1027,466,1231,348,651,553
Iso_3_1035,166,104,189,98,78,81,50,177,147,88
Iso_3_1036,692,198,171,427,345,178,174,117,146,322
Iso_3_1037,5,50,42,6,78,39,89,22,17,71
Iso_3_1038,12,11,17,5,20,14,16,26,8,32
Iso_3_1039,8,73,54,56,25,17,72,7,18,8
Iso_3_1040,94,66,153,38,134,64,100,65,61,94
Iso_3_1041,1,9,3,4,1,0,4,9,7,14
Iso_3_1042,98,144,84,109,84,61,80,123,90,103
Iso_3_1043,108,85,60,66,84,101,64,58,79,63
Iso_3_1044,9,5,3,7,5,5,7,8,7,10
Iso_3_1045,245,281,258,275,253,258,186,217,197,175
Iso_3_1046,96,131,243,133,105,93,109,134,121,196
Iso_3_1047,244,423,159,482,225,158,239,280,207,425
Iso_3_1048,70,83,75,90,37,102,117,77,86,83
Iso_3_1049,220,259,258,262,237,303,409,242,324,308
Iso_3_1050,565,477,527,557,497,716,515,571,480,474
Iso_3_1051,150,230,334,196,222,327,231,214,108,145
Iso_3_1052,917,916,943,607,731,1192,850,956,1156,1241
Iso_3_1053,7,8,25,6,18,36,22,17,17,14
Iso_3_1054,54,46,54,89,92,54,57,75,52,58
Iso_3_1055,12,130,34,26,211,242,85,26,3,111
Iso_3_1056,630,441,517,747,395,697,537,591,634,514
Iso_3_1057,17,42,4,29,19,6,17,31,33,22
Iso_3_1058,45,111,89,58,83,21,13,83,17,74
Iso_3_1059,14,33,30,30,22,26,20,23,30,17
Iso_3_1060,86,91,100,86,101,37,43,110,50,47
Iso_3_1061,2760,2808,4625,4045,3349,3553,2969,3604,2269,4193
Iso_3_1062,9,16,17,4,4,5,18,17,2,10
Iso_3_1063,9,10,50,32,61,44,23,54,98,51
Iso_3_1064,342,549,611,463,848,381,640,627,518,671
Iso_3_1065,482,332,448,377,360,471,671,446,345,354
Iso_3_1066,301,370,225,284,505,392,469,355,333,355
Iso_3_1067,3215,2625,1882,1742,2341,2267,1620,2897,2441,3103
Iso_3_1068,512,498,493,363,358,552,560,439,597,339
Iso_3_1069,129,59,220,67,150,104,164,54,96,111
Iso_3_1070,349,420,145,379,481,438,93,927,32,557
Iso_3_1071,3,1,0,14,7,2,12,1,2,10
Iso_3_1072,15,22,7,0,0,5,7,1,6,12
Iso_3_1073,67,81,81,68,68,64,48,78,56,73
Iso_3_1074,335,334,263,273,371,169,372,228,290,252
Iso_3_1075,26,20,11,5,4,9,20,8,43,45
Iso_3_1076,72,69,40,78,88,79,33,62,52,61
Iso_3_1077,225,327,339,334,362,217,389,290,352,217
Iso_3_1078,0,0,1,0,0,1,2,1,0,0
Iso_3_1079,497,533,908,577,442,738,668,558,586,713
Iso_3_1080,40,47,29,18,49,29,29,32,23,34
Iso_3_1081,116,184,586,58,414,251,865,358,805,469
Iso_3_1082,0,1,2,2,1,1,0,0,1,3
Iso_3_1083,250,231,181,197,272,182,323,210,304,174
Iso_3_1084,12,52,21,12,22,13,15,29,20,39
Iso_3_1085,179,147,120,132,174,145,103,43,72,81
Iso_3_1086,8,0,4,4,2,1,1,3,1,3
Iso_3_1087,0,0,2,0,1,0,0,0,2,0
Iso_3_1088,181,123,154,200,181,182,213,117,141,219
Iso_3_1089,256,416,126,267,446,233,242,313,395,190
Iso_3_1090,174,57,76,133,36,28,158,82,166,110
Iso_3_1091,518,618,717,629,469,817,547,693,791,805
Iso_3_1092,145,109,154,85,154,141,96,130,131,52
Iso_3_1093,10,36,13,12,4,8,15,23,19,8
Iso_3_1094,158,158,138,129,224,174,168,156,211,112
Iso_3_1095,235,156,305,355,59,295,111,228,230,225
Iso_3_1096,2,1,6,3,1,2,3,4,1,1
Iso_3_1097,769,511,495,631,536,744,812,686,896,545
Iso_3_1098,18,85,16,63,17,57,30,42,26,22
Iso_3_1099,23,12,31,15,21,32,21,13,21,18
